city_name,region_name,population,country,CC
ouesso,sangha,28320.0,congo (brazzaville),cg
sibiti,lekoumou,22811.0,congo (brazzaville),cg
ewo,cuvette-ouest,10650.0,congo (brazzaville),cg
makoua,cuvette,11355.0,congo (brazzaville),cg
gamboma,plateaux,20877.0,congo (brazzaville),cg
madingou,bouenza,22760.0,congo (brazzaville),cg
kinkala,pool,13882.0,congo (brazzaville),cg
mossendjo,niari,30936.0,congo (brazzaville),cg
owando,cuvette,34070.0,congo (brazzaville),cg
loubomo,niari,103894.0,congo (brazzaville),cg
loango,kouilou,0,congo (brazzaville),cg
pointe-noire,pointe-noire,659084.0,congo (brazzaville),cg
schaffhausen,schaffhausen,0,switzerland,ch
aarau,aargau,0,switzerland,ch
glarus,glarus,5681.0,switzerland,ch
zurich,zurich,1108000.0,switzerland,ch
delemont,jura,0,switzerland,ch
liestal,basel-landschaft,12832.0,switzerland,ch
basel,basel-stadt,830000.0,switzerland,ch
solothurn,solothurn,0,switzerland,ch
fribourg,fribourg,32827.0,switzerland,ch
zug,zug,23435.0,switzerland,ch
chur,graubunden,38293.0,switzerland,ch
sarnen,obwalden,9410.0,switzerland,ch
schwyz,schwyz,14177.0,switzerland,ch
luzern,luzern,250000.0,switzerland,ch
neuchatel,neuchatel,31270.0,switzerland,ch
altdorf,uri,8678.0,switzerland,ch
biel,bern,78708.0,switzerland,ch
geneva,geneve,1240000.0,switzerland,ch
lausanne,vaud,265702.0,switzerland,ch
bern,bern,275329.0,switzerland,ch
stans,nidwalden,7475.0,switzerland,ch
saint gallen,sankt gallen,70572.0,switzerland,ch
appenzell,appenzell innerrhoden,5649.0,switzerland,ch
herisau,appenzell ausserrhoden,15438.0,switzerland,ch
frauenfeld,thurgau,21979.0,switzerland,ch
lugano,ticino,105388.0,switzerland,ch
bellinzona,ticino,16572.0,switzerland,ch
sion,valais,28045.0,switzerland,ch
schaffhausen,schaffhausen,33863.0,switzerland,ch
aarau,aargau,15501.0,switzerland,ch
delemont,jura,11315.0,switzerland,ch
solothurn,solothurn,14853.0,switzerland,ch
soubre,bas-sassandra,108933.0,cd[?]voire,ci
bouake,vallee du bandama,567481.0,cd[?]voire,ci
man,montagnes,146974.0,cd[?]voire,ci
san-pedro,bas-sassandra,210273.0,cd[?]voire,ci
korhogo,savanes,177711.0,cd[?]voire,ci
odienne,denguele,49857.0,cd[?]voire,ci
bondoukou,zanzan,58297.0,cd[?]voire,ci
agboville,lagunes,81770.0,cd[?]voire,ci
dabou,lagunes,72913.0,cd[?]voire,ci
abidjan,abidjan,3802000.0,cd[?]voire,ci
yamoussoukro,yamoussoukro,206499.0,cd[?]voire,ci
gagnoa,goh-djiboua,123184.0,cd[?]voire,ci
abengourou,comoe,104020.0,cd[?]voire,ci
dimbokro,lacs,67349.0,cd[?]voire,ci
daloa,sassandra-marahoue,255168.0,cd[?]voire,ci
seguela,woroba,51157.0,cd[?]voire,ci
aboisso,comoe,37654.0,cd[?]voire,ci
guiglo,montagnes,39134.0,cd[?]voire,ci
toumodi,lacs,39005.0,cd[?]voire,ci
grand bassam,comoe,73772.0,cd[?]voire,ci
sassandra,bas-sassandra,38411.0,cd[?]voire,ci
divo,goh-djiboua,127867.0,cd[?]voire,ci
touba,woroba,27504.0,cd[?]voire,ci
ferkessedougou,savanes,62008.0,cd[?]voire,ci
bangolo,montagnes,0,cd[?]voire,ci
bouafle,sassandra-marahoue,60962.0,cd[?]voire,ci
avarua,,5445.0,cook islands,ck
diego de almagro,atacama,18137.0,chile,cl
santiago,region metropolitana,5720000.0,chile,cl
chanaral,atacama,13543.0,chile,cl
rancagua,libertador general bernardo o higgins,233268.0,chile,cl
concepcion,biobio,889725.0,chile,cl
victoria,araucania,24555.0,chile,cl
lonquimay,araucania,10237.0,chile,cl
talca,maule,197479.0,chile,cl
arica,arica y parinacota,185999.0,chile,cl
talcahuano,biobio,288074.0,chile,cl
curanilahue,biobio,30611.0,chile,cl
lota,biobio,49763.0,chile,cl
coronel,biobio,92940.0,chile,cl
vicuna,coquimbo,13496.0,chile,cl
tolten,araucania,2293.0,chile,cl
temuco,araucania,265901.0,chile,cl
carahue,araucania,11875.0,chile,cl
quirihue,biobio,6529.0,chile,cl
la serena,coquimbo,154521.0,chile,cl
loncoche,araucania,15590.0,chile,cl
nueva imperial,araucania,18777.0,chile,cl
chonchi,los lagos,381.0,chile,cl
punta arenas,magallanes y de la antartica chilena,117430.0,chile,cl
iquique,tarapaca,227499.0,chile,cl
maria elena,antofagasta,2370.0,chile,cl
combarbala,coquimbo,5134.0,chile,cl
huasco,atacama,2558.0,chile,cl
salamanca,coquimbo,20214.0,chile,cl
caldera,atacama,10259.0,chile,cl
taltal,antofagasta,10018.0,chile,cl
constitucion,maule,37917.0,chile,cl
antofagasta,antofagasta,309832.0,chile,cl
chuquicamata,antofagasta,11941.0,chile,cl
toconao,antofagasta,378.0,chile,cl
valdivia,los rios,159599.0,chile,cl
copiapo,atacama,129280.0,chile,cl
santa barbara,biobio,3494.0,chile,cl
los lagos,los rios,12813.0,chile,cl
vina del mar,valparaiso,503534.0,chile,cl
valparaiso,valparaiso,854000.0,chile,cl
collipulli,araucania,16392.0,chile,cl
villarica,araucania,31602.0,chile,cl
tierra amarilla,atacama,12888.0,chile,cl
lagunas,tarapaca,10.0,chile,cl
coihaique,aysen,45787.0,chile,cl
cuya,arica y parinacota,20.0,chile,cl
mejillones,antofagasta,2041.0,chile,cl
rio verde,magallanes y de la antartica chilena,358.0,chile,cl
villa o higgins,aysen,250.0,chile,cl
quellon,los lagos,7029.0,chile,cl
la ligua,valparaiso,26665.0,chile,cl
quillota,valparaiso,79686.0,chile,cl
tocopilla,antofagasta,24460.0,chile,cl
calama,antofagasta,143084.0,chile,cl
vallenar,atacama,44895.0,chile,cl
san bernardo,region metropolitana,246762.0,chile,cl
pozo almonte,tarapaca,10830.0,chile,cl
coquimbo,coquimbo,161317.0,chile,cl
ovalle,coquimbo,77138.0,chile,cl
illapel,coquimbo,26340.0,chile,cl
san felipe,valparaiso,59294.0,chile,cl
los andes,valparaiso,56859.0,chile,cl
san antonio,valparaiso,104292.0,chile,cl
pichilemu,libertador general bernardo o higgins,11603.0,chile,cl
san fernando,libertador general bernardo o higgins,60746.0,chile,cl
linares,maule,81015.0,chile,cl
cauquenes,maule,31362.0,chile,cl
chillan,biobio,150396.0,chile,cl
los angeles,biobio,145239.0,chile,cl
angol,araucania,44856.0,chile,cl
lebu,biobio,22345.0,chile,cl
osorno,los lagos,154131.0,chile,cl
castro,los lagos,29926.0,chile,cl
puerto aisen,aysen,8067.0,chile,cl
cochrane,aysen,4441.0,chile,cl
puerto williams,magallanes y de la antartica chilena,2500.0,chile,cl
puerto natales,magallanes y de la antartica chilena,20000.0,chile,cl
curico,maule,113711.0,chile,cl
ancud,los lagos,28020.0,chile,cl
puerto montt,los lagos,174629.0,chile,cl
puerto varas,los lagos,24958.0,chile,cl
calbuco,los lagos,12490.0,chile,cl
rio bueno,los rios,15456.0,chile,cl
la union,los rios,26298.0,chile,cl
yaounde,centre,1611000.0,cameroon,cm
bertoua,est,218111.0,cameroon,cm
bafia,centre,69270.0,cameroon,cm
mbalmayo,centre,80206.0,cameroon,cm
kontcha,adamaoua,8018.0,cameroon,cm
mbe,nord,3950.0,cameroon,cm
kribi,sud,55224.0,cameroon,cm
edea,littoral,203149.0,cameroon,cm
belabo,est,22553.0,cameroon,cm
meiganga,adamaoua,80100.0,cameroon,cm
maroua,extreme-nord,319941.0,cameroon,cm
eseka,centre,22221.0,cameroon,cm
ebolowa,sud,87875.0,cameroon,cm
ngaoundere,adamaoua,231357.0,cameroon,cm
batouri,est,43821.0,cameroon,cm
abong mbang,est,14661.0,cameroon,cm
limbe,south-west,212474.0,cameroon,cm
kumba,south-west,144413.0,cameroon,cm
buea,south-west,90088.0,cameroon,cm
nkongsamba,littoral,117063.0,cameroon,cm
douala,littoral,1906000.0,cameroon,cm
kumbo,north-west,125486.0,cameroon,cm
eyumojok,south-west,5798.0,cameroon,cm
wum,north-west,68836.0,cameroon,cm
bafoussam,ouest,290768.0,cameroon,cm
bafang,ouest,93145.0,cameroon,cm
garoua,nord,436899.0,cameroon,cm
guider,nord,84647.0,cameroon,cm
tibati,adamaoua,35589.0,cameroon,cm
foumban,ouest,92673.0,cameroon,cm
bamenda,north-west,445299.0,cameroon,cm
lupanshui,guizhou,1221000.0,china,cn
fengcheng,jiangxi,61469.0,china,cn
yulin,guangxi,1127000.0,china,cn
shishou,hubei,231787.0,china,cn
yantai,shandong,2116000.0,china,cn
yishui,shandong,94115.0,china,cn
zibo,shandong,3061000.0,china,cn
shanghai,shanghai,14987000.0,china,cn
weifang,shandong,1553000.0,china,cn
yongzhou,hunan,1000000.0,china,cn
zunyi,guizhou,849000.0,china,cn
wuyuan,inner mongolia,30057.0,china,cn
shuangcheng,heilongjiang,130710.0,china,cn
shijianzhuang,hebei,2417000.0,china,cn
qinhuangdao,hebei,1003000.0,china,cn
guangshui,hubei,154771.0,china,cn
nanchang,jiangxi,2350000.0,china,cn
nehe,heilongjiang,108253.0,china,cn
shangqiu,henan,1753000.0,china,cn
hengshui,hebei,456356.0,china,cn
xiaogan,hubei,160437.0,china,cn
xiangtan,hunan,2586948.0,china,cn
xian,shaanxi,4009000.0,china,cn
tianjin,tianjin,7180000.0,china,cn
daqing,heilongjiang,1693000.0,china,cn
taian,shandong,1629000.0,china,cn
nangong,hebei,82386.0,china,cn
shizuishan,ningxia,136570.0,china,cn
changsha,hunan,2604000.0,china,cn
shenyeng,liaoning,4787000.0,china,cn
panshi,jilin,86216.0,china,cn
jilin,jilin,2396000.0,china,cn
macheng,hubei,126366.0,china,cn
mishan,heilongjiang,87257.0,china,cn
hengyang,hunan,1016000.0,china,cn
keshan,heilongjiang,72403.0,china,cn
haikou,hainan,2046189.0,china,cn
hohhot,inner mongolia,1726000.0,china,cn
xinyang,henan,1541000.0,china,cn
lhasa,tibet,219599.0,china,cn
huinan,jilin,66315.0,china,cn
zaozhuang,shandong,2145000.0,china,cn
laiwu,shandong,124108.0,china,cn
suzhou,anhui,1964000.0,china,cn
xiantao,hubei,1556000.0,china,cn
kunming,yunnan,2931000.0,china,cn
yiyang,hunan,1352000.0,china,cn
anshan,liaoning,1639000.0,china,cn
bugt,inner mongolia,17457.0,china,cn
chaoyang,liaoning,470296.0,china,cn
fujin,heilongjiang,89442.0,china,cn
chengdu,sichuan,4123000.0,china,cn
dunhua,jilin,191870.0,china,cn
manzhouli,inner mongolia,93620.0,china,cn
fuyang,anhui,170023.0,china,cn
xingyi,guizhou,816000.0,china,cn
harbin,heilongjiang,3621000.0,china,cn
danjiangkou,hubei,92008.0,china,cn
cangzhou,hebei,527681.0,china,cn
fuxin,liaoning,770000.0,china,cn
anshun,guizhou,849000.0,china,cn
minxian,gansu,67826.0,china,cn
nanning,guangxi,2167000.0,china,cn
zhangjiakou,hebei,1046000.0,china,cn
baotou,inner mongolia,2036000.0,china,cn
benxi,liaoning,1012000.0,china,cn
zhengzhou,henan,2636000.0,china,cn
huainan,anhui,1451000.0,china,cn
tongren,guizhou,118290.0,china,cn
hancheng,shaanxi,222135.0,china,cn
huaiyin,jiangsu,1264000.0,china,cn
jieshou,anhui,141993.0,china,cn
zicheng,hubei,237042.0,china,cn
tieling,liaoning,340000.0,china,cn
beihai,guangxi,728978.0,china,cn
shanxian,shandong,74459.0,china,cn
linyi,shandong,2082000.0,china,cn
shuangyashan,heilongjiang,500000.0,china,cn
yishan,guangxi,47062.0,china,cn
puqi,hubei,205164.0,china,cn
fuyu,jilin,356905.0,china,cn
maoming,guangdong,1217715.0,china,cn
weinan,shaanxi,172321.0,china,cn
dali,shaanxi,109696.0,china,cn
shache,xinjiang,373492.0,china,cn
tangshan,hebei,1879000.0,china,cn
jianmen,hubei,1708000.0,china,cn
fushun,liaoning,1470000.0,china,cn
zhuozhou,hebei,628000.0,china,cn
zhaotang,yunnan,809000.0,china,cn
pingxiang,guangxi,31109.0,china,cn
linfen,shanxi,834000.0,china,cn
jiutai,jilin,205399.0,china,cn
dunhuang,gansu,140094.0,china,cn
jinzhou,liaoning,956000.0,china,cn
laiyang,shandong,250000.0,china,cn
guiyang,guizhou,3662000.0,china,cn
fuzhou,fujian,2606000.0,china,cn
bengbu,anhui,894000.0,china,cn
chuxiong,yunnan,254370.0,china,cn
hebi,henan,244662.0,china,cn
shuyang,jiangsu,1770000.0,china,cn
lingyuan,liaoning,806000.0,china,cn
jining,shandong,1186000.0,china,cn
buizhou,shandong,115893.0,china,cn
langfang,hebei,810000.0,china,cn
dingzhou,hebei,152934.0,china,cn
baoding,hebei,1107000.0,china,cn
hangu,tianjin,332793.0,china,cn
liaoyuan,jilin,506548.0,china,cn
yanji,jilin,488740.0,china,cn
xuanzhou,anhui,866000.0,china,cn
yingkow,liaoning,795000.0,china,cn
guangyuan,sichuan,437435.0,china,cn
tongling,anhui,562832.0,china,cn
changling,jilin,55841.0,china,cn
nongan,jilin,141482.0,china,cn
gejiu,yunnan,149105.0,china,cn
mengzi,yunnan,303341.0,china,cn
luzhou,sichuan,1537000.0,china,cn
tengchong,yunnan,126058.0,china,cn
huize,yunnan,5170.0,china,cn
zhanyi,yunnan,652604.0,china,cn
liuhe,jilin,68938.0,china,cn
deyang,sichuan,152194.0,china,cn
yibin,sichuan,902000.0,china,cn
zhijiang,hunan,113907.0,china,cn
shaoyang,hunan,45617.0,china,cn
yueyang,hunan,826000.0,china,cn
neijiang,sichuan,1466000.0,china,cn
langzhong,sichuan,60542.0,china,cn
xichang,sichuan,379993.0,china,cn
wenshan,yunnan,152388.0,china,cn
xuzhou,jiangsu,2091000.0,china,cn
zigong,sichuan,1105000.0,china,cn
mianyang,sichuan,1396000.0,china,cn
shaowu,fujian,112585.0,china,cn
suining,sichuan,1425000.0,china,cn
panzhihua,sichuan,461513.0,china,cn
nanchong,sichuan,2174000.0,china,cn
tonghua,jilin,27227.0,china,cn
shaoguan,guangdong,720266.0,china,cn
chaozhou,guangdong,424787.0,china,cn
meizhou,guangdong,414930.0,china,cn
xiamen,fujian,2519000.0,china,cn
zhangzhou,fujian,3531147.0,china,cn
zhuhai,guangdong,1023000.0,china,cn
putian,fujian,376558.0,china,cn
foshan,guangdong,943000.0,china,cn
dongguan,guangdong,4528000.0,china,cn
zhanjiang,guangdong,1590000.0,china,cn
jiangmen,guangdong,532419.0,china,cn
huizhou,guangdong,289201.0,china,cn
qingyuan,guangdong,706717.0,china,cn
heyuan,guangdong,330961.0,china,cn
quanzhou,fujian,1463000.0,china,cn
longyan,fujian,367896.0,china,cn
sanming,fujian,209444.0,china,cn
ninde,fujian,314077.0,china,cn
wuzhou,guangxi,442315.0,china,cn
zhaoqing,guangdong,480000.0,china,cn
wangqing,jilin,88732.0,china,cn
shenzhen,guangdong,7581000.0,china,cn
guilin,guangxi,987000.0,china,cn
liuzhou,guangxi,1497000.0,china,cn
yuxi,yunnan,396325.0,china,cn
shantou,guangdong,1601000.0,china,cn
nanping,fujian,213054.0,china,cn
pingdingshan,henan,849000.0,china,cn
ningbo,zhejiang,1923000.0,china,cn
nanyang,henan,1944000.0,china,cn
longxi,gansu,355037.0,china,cn
linjiang,jilin,84315.0,china,cn
changting,fujian,87458.0,china,cn
jiujiang,jiangxi,545616.0,china,cn
helong,jilin,85756.0,china,cn
chifeng,inner mongolia,1277000.0,china,cn
yichun,jiangxi,982000.0,china,cn
jian,jiangxi,520248.0,china,cn
anlu,hubei,71198.0,china,cn
shaoxing,zhejiang,777000.0,china,cn
shashi,hubei,520000.0,china,cn
huangshi,hubei,688090.0,china,cn
sanya,hainan,362689.0,china,cn
shangrao,jiangxi,1144577.0,china,cn
bose,guangxi,175282.0,china,cn
simao,yunnan,162725.0,china,cn
wuhan,hubei,7243000.0,china,cn
yichang,hubei,875000.0,china,cn
jingdezhen,jiangxi,457298.0,china,cn
shiyan,hubei,770000.0,china,cn
lianyungang,jiangsu,715600.0,china,cn
tongliao,inner mongolia,884000.0,china,cn
kailu,inner mongolia,2809.0,china,cn
xiangfan,hubei,1069000.0,china,cn
jinshi,hunan,274000.0,china,cn
xilinhot,inner mongolia,120965.0,china,cn
jincheng,shanxi,760000.0,china,cn
jining,inner mongolia,281716.0,china,cn
yangquan,shanxi,981448.0,china,cn
ergun zuoqi,inner mongolia,42849.0,china,cn
shuozhou,shanxi,570000.0,china,cn
anxi,gansu,17886.0,china,cn
pingdu,shandong,91077.0,china,cn
jinan,shandong,2798000.0,china,cn
yuci,shanxi,840000.0,china,cn
pingyi,shandong,78254.0,china,cn
guangzhou,guangdong,8829000.0,china,cn
xigaze,tibet,80000.0,china,cn
changde,hunan,1469000.0,china,cn
datong,shanxi,1873000.0,china,cn
luoyang,henan,1715000.0,china,cn
shulan,jilin,78764.0,china,cn
changchun,jilin,3183000.0,china,cn
daan,jilin,93297.0,china,cn
beipiao,liaoning,228515.0,china,cn
huanghua,hebei,120000.0,china,cn
liaoyang,liaoning,794000.0,china,cn
handan,hebei,1631000.0,china,cn
chengde,hebei,449325.0,china,cn
tumen,jilin,99721.0,china,cn
bayan obo,inner mongolia,27476.0,china,cn
alxa zuoqi,inner mongolia,56387.0,china,cn
bairin zuoqi,inner mongolia,50000.0,china,cn
linxi,inner mongolia,679.0,china,cn
jiaozuo,henan,857000.0,china,cn
tianshui,gansu,1225000.0,china,cn
taiyuan,shanxi,2913000.0,china,cn
hulin,heilongjiang,42559.0,china,cn
yunxian,hubei,133558.0,china,cn
chamdo,tibet,100000.0,china,cn
beijing,beijing,11106000.0,china,cn
wuxi,jiangsu,1749000.0,china,cn
longjiang,heilongjiang,106384.0,china,cn
maanshan,anhui,1366302.0,china,cn
shangdu,inner mongolia,18831.0,china,cn
changping,beijing,614821.0,china,cn
hanggin houqi,inner mongolia,39954.0,china,cn
changzhou,jiangsu,1327000.0,china,cn
fengjie,chongqing,49168.0,china,cn
weihai,shandong,560255.0,china,cn
wuhu,anhui,810000.0,china,cn
gannan,heilongjiang,59239.0,china,cn
jingmen,hubei,400000.0,china,cn
arxan,inner mongolia,32023.0,china,cn
orongen zizhiqi,inner mongolia,40128.0,china,cn
qingan,heilongjiang,53206.0,china,cn
dali,yunnan,156685.0,china,cn
baoshan,yunnan,1000000.0,china,cn
lijiang,yunnan,18445.0,china,cn
yakeshi,inner mongolia,116284.0,china,cn
tailai,heilongjiang,75992.0,china,cn
baiquan,heilongjiang,70472.0,china,cn
hailar,inner mongolia,231171.0,china,cn
guide,qinghai,7642.0,china,cn
wanzhou,chongqing,1680000.0,china,cn
rongzhag,sichuan,70000.0,china,cn
baishan,jilin,330000.0,china,cn
jyekundo,qinghai,23000.0,china,cn
jixi,heilongjiang,965000.0,china,cn
xinyu,jiangxi,913000.0,china,cn
boli,heilongjiang,95260.0,china,cn
wuchuan,inner mongolia,23776.0,china,cn
xinqing,heilongjiang,55415.0,china,cn
linxia,gansu,534555.0,china,cn
anda,heilongjiang,181533.0,china,cn
nancha,heilongjiang,121367.0,china,cn
shihezi,xinjiang,573182.0,china,cn
yichun,heilongjiang,777000.0,china,cn
karamay,xinjiang,108769.0,china,cn
lanxi,heilongjiang,72528.0,china,cn
jiamusi,heilongjiang,1020000.0,china,cn
suileng,heilongjiang,57789.0,china,cn
suihua,heilongjiang,252245.0,china,cn
zhaodong,heilongjiang,179980.0,china,cn
hailun,heilongjiang,109881.0,china,cn
zhuzhou,hunan,1080000.0,china,cn
nenjiang,heilongjiang,87236.0,china,cn
qinggang,heilongjiang,64182.0,china,cn
ningan,heilongjiang,54636.0,china,cn
yian,heilongjiang,39924.0,china,cn
mudangiang,heilongjiang,1244000.0,china,cn
golmud,qinghai,107092.0,china,cn
jiayuguan,gansu,148279.0,china,cn
pingxiang,jiangxi,961000.0,china,cn
gyangze,tibet,10000.0,china,cn
zhucheng,shandong,1060000.0,china,cn
zalantun,inner mongolia,138032.0,china,cn
shangzhi,heilongjiang,96980.0,china,cn
linkou,heilongjiang,77754.0,china,cn
pingliang,gansu,207256.0,china,cn
zhangye,gansu,230728.0,china,cn
angangxi,heilongjiang,24317.0,china,cn
tieli,heilongjiang,109636.0,china,cn
nagchu,tibet,2500.0,china,cn
ganzhou,jiangxi,1500000.0,china,cn
hegang,heilongjiang,743307.0,china,cn
qinzhou,guangxi,245376.0,china,cn
beian,heilongjiang,154936.0,china,cn
yangjiang,guangdong,872363.0,china,cn
huaibei,anhui,913000.0,china,cn
wuhai,inner mongolia,218427.0,china,cn
zixing,hunan,6618.0,china,cn
anqing,anhui,580497.0,china,cn
yaan,sichuan,340000.0,china,cn
hotan,xinjiang,261730.0,china,cn
urumqi,xinjiang,2151000.0,china,cn
lianxian,guangdong,203639.0,china,cn
wuwei,gansu,493092.0,china,cn
tacheng,xinjiang,49796.0,china,cn
luan,anhui,1690000.0,china,cn
altay,xinjiang,142000.0,china,cn
qingdao,shandong,2866000.0,china,cn
liaocheng,shandong,226930.0,china,cn
heihe,heilongjiang,109427.0,china,cn
leshan,sichuan,1157000.0,china,cn
fulin,sichuan,1049.0,china,cn
erenhot,inner mongolia,22287.0,china,cn
puyang,henan,666322.0,china,cn
yancheng,jiangsu,839000.0,china,cn
kashgar,xinjiang,543914.0,china,cn
dezhou,shandong,379555.0,china,cn
xiangtai,hebei,611739.0,china,cn
rizhao,shandong,865000.0,china,cn
heze,shandong,1338000.0,china,cn
gar,tibet,10000.0,china,cn
jiaohe,jilin,123018.0,china,cn
hechi,guangxi,3830000.0,china,cn
xuanhua,hebei,409745.0,china,cn
anyang,henan,887000.0,china,cn
kaifeng,henan,872000.0,china,cn
dengzhou,henan,59338.0,china,cn
xuchang,henan,449258.0,china,cn
xinxiang,henan,903000.0,china,cn
nyingchi,tibet,100.0,china,cn
yumen,gansu,350000.0,china,cn
luohe,henan,417356.0,china,cn
zhoukou,henan,377061.0,china,cn
jinchang,gansu,144363.0,china,cn
korla,xinjiang,206373.0,china,cn
aksu,xinjiang,340020.0,china,cn
fuan,fujian,92470.0,china,cn
hami,xinjiang,300848.0,china,cn
kuqa,xinjiang,111499.0,china,cn
turpan,xinjiang,254900.0,china,cn
quiemo,xinjiang,32494.0,china,cn
yining,xinjiang,403489.0,china,cn
linchuan,jiangxi,241104.0,china,cn
linqing,shandong,110046.0,china,cn
koktokay,xinjiang,80000.0,china,cn
jinxi,liaoning,2426000.0,china,cn
chongqing,chongqing,6461000.0,china,cn
xining,qinghai,1048000.0,china,cn
lanzhou,gansu,2561000.0,china,cn
yinchuan,ningxia,991000.0,china,cn
hefei,anhui,2035000.0,china,cn
ankang,shaanxi,1100000.0,china,cn
jiexiu,shanxi,77178.0,china,cn
xianyang,shaanxi,1126000.0,china,cn
yulin,shaanxi,155960.0,china,cn
fengzhen,inner mongolia,99174.0,china,cn
baoji,shaanxi,800000.0,china,cn
tongchuan,shaanxi,282258.0,china,cn
hanzhong,shaanxi,145986.0,china,cn
xinzhou,shanxi,279607.0,china,cn
changzhi,shanxi,706000.0,china,cn
houma,shanxi,102400.0,china,cn
hulan ergi,heilongjiang,289999.0,china,cn
xinyi,jiangsu,962656.0,china,cn
qiqihar,heilongjiang,1641000.0,china,cn
taonan,jilin,116611.0,china,cn
baicheng,jilin,386861.0,china,cn
ulanhot,inner mongolia,241894.0,china,cn
qitaihe,heilongjiang,450617.0,china,cn
chenzhou,hunan,322997.0,china,cn
nanjing,jiangsu,3679000.0,china,cn
nantong,jiangsu,947000.0,china,cn
yangzhou,jiangsu,539715.0,china,cn
zhenjiang,jiangsu,854000.0,china,cn
taizhou,jiangsu,612356.0,china,cn
suzhou,jiangsu,1650000.0,china,cn
jiaojing,zhejiang,471500.0,china,cn
jiaxing,zhejiang,988000.0,china,cn
hangzhou,zhejiang,3007000.0,china,cn
huzhou,zhejiang,1231000.0,china,cn
huangyan,zhejiang,198713.0,china,cn
linhai,zhejiang,251759.0,china,cn
wenzhou,zhejiang,2350000.0,china,cn
jinhua,zhejiang,1092852.0,china,cn
lishui,zhejiang,172777.0,china,cn
quzhou,zhejiang,370000.0,china,cn
fuyang,zhejiang,771000.0,china,cn
wafangdian,liaoning,355844.0,china,cn
zhuanghe,liaoning,261510.0,china,cn
dalian,liaoning,3167000.0,china,cn
siping,jilin,555609.0,china,cn
dandong,liaoning,870000.0,china,cn
huanren,liaoning,116621.0,china,cn
tumaco,narino,86713.0,colombia,co
sincelejo,sucre,261187.0,colombia,co
quibdo,choco,92780.0,colombia,co
leticia,amazonas,59575.0,colombia,co
inirida,guainia,9065.0,colombia,co
pasto,narino,382236.0,colombia,co
ibague,tolima,421685.0,colombia,co
nuqui,choco,2741.0,colombia,co
cartago,valle del cauca,134827.0,colombia,co
cali,valle del cauca,2254000.0,colombia,co
barranquilla,atlantico,1798000.0,colombia,co
barrancabermeja,santander,191403.0,colombia,co
yarumal,antioquia,35315.0,colombia,co
san andres,san andres y providencia,58257.0,colombia,co
riohacha,la guajira,133186.0,colombia,co
pereira,risaralda,568750.0,colombia,co
armenia,quindio,315328.0,colombia,co
arjona,bolivar,50405.0,colombia,co
cartagena,bolivar,887000.0,colombia,co
tunja,boyaca,161412.0,colombia,co
honda,tolima,35469.0,colombia,co
puerto carreno,vichada,10216.0,colombia,co
tolu,sucre,27390.0,colombia,co
el carmen de bolivar,bolivar,60980.0,colombia,co
arauca,arauca,69264.0,colombia,co
neiva,huila,352855.0,colombia,co
campoalegre,huila,22568.0,colombia,co
puerto lopez,meta,16678.0,colombia,co
villavicencio,meta,374763.0,colombia,co
san martin,meta,16273.0,colombia,co
el banco,magdalena,54522.0,colombia,co
sabanalarga,atlantico,68535.0,colombia,co
turbo,antioquia,50508.0,colombia,co
mocoa,putumayo,22035.0,colombia,co
medellin,antioquia,3297000.0,colombia,co
yopal,casanare,61029.0,colombia,co
ipiales,narino,109618.0,colombia,co
ocana,norte de santander,83511.0,colombia,co
san jose del guaviare,guaviare,22136.0,colombia,co
san vicente del caguan,caqueta,1500.0,colombia,co
puerto berrio,antioquia,33983.0,colombia,co
valledupar,cesar,308237.0,colombia,co
soledad,atlantico,698852.0,colombia,co
bucaramanga,santander,1009000.0,colombia,co
socorro,santander,24895.0,colombia,co
duitama,boyaca,101156.0,colombia,co
monteria,cordoba,275198.0,colombia,co
sogamoso,boyaca,126551.0,colombia,co
sonson,antioquia,18817.0,colombia,co
cucuta,norte de santander,722146.0,colombia,co
chiquinquira,boyaca,53975.0,colombia,co
guapi,cauca,13853.0,colombia,co
buenaventura,valle del cauca,252805.0,colombia,co
bogota,bogota,7772000.0,colombia,co
pamplona,norte de santander,53587.0,colombia,co
magangue,bolivar,100313.0,colombia,co
lorica,cordoba,52771.0,colombia,co
ayapel,cordoba,23639.0,colombia,co
cienaga,magdalena,131171.0,colombia,co
santa marta,magdalena,431781.0,colombia,co
orocue,casanare,2835.0,colombia,co
tulua,valle del cauca,165501.0,colombia,co
manizales,caldas,375848.0,colombia,co
girardot,cundinamarca,130289.0,colombia,co
garzon,huila,56603.0,colombia,co
florencia,caqueta,130337.0,colombia,co
bello,antioquia,519670.0,colombia,co
tuquerres,narino,33979.0,colombia,co
jurado,choco,2351.0,colombia,co
tame,arauca,29099.0,colombia,co
mitu,vaupes,5917.0,colombia,co
popayan,cauca,258750.0,colombia,co
san jose,san jose,1284000.0,costa rica,cr
sixaola,limon,1823.0,costa rica,cr
alajuela,alajuela,387743.0,costa rica,cr
canas,guanacaste,20306.0,costa rica,cr
la cruz,guanacaste,4319.0,costa rica,cr
cartago,cartago,196946.0,costa rica,cr
liberia,guanacaste,45380.0,costa rica,cr
heredia,heredia,21947.0,costa rica,cr
puerto limon,limon,85001.0,costa rica,cr
ciudad cortes,puntarenas,3850.0,costa rica,cr
